gysz rövid;rendelésszám;Futó vonalkód sorszáma;Gyártási szám;Anyag;GYÉv;0
00961761;4570000466;99900001580183;44600000961761;G00064;2014;0
00961762;4570000466;99900001580244;44600000961762;G00064;2014;0
00961763;4570000466;99900001580227;44600000961763;G00064;2014;0
00961747;4570000466;99900001580479;44600000961747;G00064;2014;0
00961748;4570000466;99900001580788;44600000961748;G00064;2014;0
00961752;4570000466;99900001580204;44600000961752;G00064;2014;0
00961753;4570000466;99900001580203;44600000961753;G00064;2014;0
00961754;4570000466;99900001529943;44600000961754;G00064;2014;0
00962006;4570000466;99900001540737;44600000962006;G00064;2014;0
00962251;4570000466;99900001532931;44600000962251;G00064;2014;0
00962338;4570000466;99900001583797;44600000962338;G00064;2014;0
00962339;4570000466;99900001583792;44600000962339;G00064;2014;0
00962340;4570000466;99900001583807;44600000962340;G00064;2014;0
00962342;4570000466;99900001583799;44600000962342;G00064;2014;0
00962332;4570000466;99900001583794;44600000962332;G00064;2014;0
00962333;4570000466;99900001583793;44600000962333;G00064;2014;0
00962346;4570000466;99900001583790;44600000962346;G00064;2014;0
00962314;4570000466;99900001583757;44600000962314;G00064;2014;0
00962307;4570000466;99900001583758;44600000962307;G00064;2014;0
00962308;4570000466;99900001583756;44600000962308;G00064;2014;0
00962311;4570000466;99900001583803;44600000962311;G00064;2014;0
00962324;4570000466;99900001583770;44600000962324;G00064;2014;0
00550863;4570000466;99900001528994;27200000550863;G00011;2007;0
00811571;4570000466;99900001580246;44610000811571;G00064;2014;0
00827415;4570000466;99900001580470;44610000827415;G00064;2014;0
00604083;4570000466;99900001580514;44610000604083;G00064;2014;0
00790719;4570000466;99900001580249;44610000790719;G00064;2014;0
00805608;4570000466;99900001532900;50800000805608;G00082;2014;0
23738538;4570000466;99900001532885;27200023738538;G00011;2009;0
00534733;4570000466;99900001532942;27200000534733;G00011;2007;0
00550686;4570000466;99900001548593;27200000550686;G00011;2007;0
00558673;4570000466;99900001548597;27200000558673;G00011;2007;0
00580583;4570000466;99900001556647;27200000580583;G00011;2007;0
00551024;4570000466;99900001580524;27200000551024;G00011;2007;0
00552934;4570000466;99900001529922;27200000552934;G00011;2007;0
00573568;4570000466;99900001580521;27200000573568;G00011;2007;0
00552589;4570000466;99900001441127;27200000552589;G00011;2007;0
23739524;4570000466;99900001584632;27200023739524;G00011;2009;0
00619483;4570000466;99900001540720;27200000619483;G00011;2008;0
00551694;4570000466;99900001529857;27200000551694;G00011;2007;0
00987011;4570000466;99900001425907;44600000987011;G00064;2014;0
00987572;4570000466;99900001539252;44600000987572;G00064;2014;0
00987569;4570000466;99900001539251;44600000987569;G00064;2014;0
00987591;4570000466;99900001539260;44600000987591;G00064;2014;0
00987592;4570000466;99900001539278;44600000987592;G00064;2014;0
00987583;4570000466;99900001539253;44600000987583;G00064;2014;0
00987585;4570000466;99900001535459;44600000987585;G00064;2014;0
00987643;4570000466;99900001540724;44600000987643;G00064;2014;0
00987787;4570000466;99900001569733;44600000987787;G00064;2014;0
00987799;4570000466;99900001569751;44600000987799;G00064;2014;0
00987802;4570000466;99900001569726;44600000987802;G00064;2014;0
00987805;4570000466;99900001580500;44600000987805;G00064;2014;0
00987806;4570000466;99900001569753;44600000987806;G00064;2014;0
00987793;4570000466;99900001569731;44600000987793;G00064;2014;0
00987746;4570000466;99900001569725;44600000987746;G00064;2014;0
00987752;4570000466;99900001569758;44600000987752;G00064;2014;0
00987745;4570000466;99900001529948;44600000987745;G00064;2014;0
00987737;4570000466;99900001569749;44600000987737;G00064;2014;0
00987738;4570000466;99900001569736;44600000987738;G00064;2014;0
00987740;4570000466;99900001569746;44600000987740;G00064;2014;0
00987741;4570000466;99900001569757;44600000987741;G00064;2014;0
00987742;4570000466;99900001569730;44600000987742;G00064;2014;0
00987743;4570000466;99900001569750;44600000987743;G00064;2014;0
00987744;4570000466;99900001569734;44600000987744;G00064;2014;0
00987767;4570000466;99900001569728;44600000987767;G00064;2014;0
00987768;4570000466;99900001569729;44600000987768;G00064;2014;0
00987771;4570000466;99900001580504;44600000987771;G00064;2014;0
00987757;4570000466;99900001569727;44600000987757;G00064;2014;0
00987758;4570000466;99900001569735;44600000987758;G00064;2014;0
00553119;4570000466;99900001529902;27200000553119;G00011;2007;0
00581180;4570000466;99900001556648;27200000581180;G00011;2007;0
00990777;4570000466;99900001423916;44600000990777;G00064;2015;0
00990961;4570000466;99900001423915;44600000990961;G00064;2015;0
00991327;4570000466;99900001448469;44600000991327;G00064;2015;0
00991283;4570000466;99900001565893;44600000991283;G00064;2015;0
00991512;4570000466;99900001448484;44600000991512;G00064;2015;0
00991504;4570000466;99900001425030;44600000991504;G00064;2015;0
00996160;4570000466;99900001866313;44600000996160;G00064;2015;0
00997742;4570000466;99900001448564;44600000997742;G00064;2015;0
00997738;4570000466;99900001448538;44600000997738;G00064;2015;0
00997735;4570000466;99900001448561;44600000997735;G00064;2015;0
00997985;4570000466;99900001580771;44600000997985;G00064;2015;0
01000972;4570000466;99900001448606;44600001000972;G00064;2015;0
01000973;4570000466;99900001448556;44600001000973;G00064;2015;0
01000975;4570000466;99900001448534;44600001000975;G00064;2015;0
01000976;4570000466;99900001448542;44600001000976;G00064;2015;0
01000977;4570000466;99900001448529;44600001000977;G00064;2015;0
01000978;4570000466;99900001448544;44600001000978;G00064;2015;0
01000962;4570000466;99900001448555;44600001000962;G00064;2015;0
01000967;4570000466;99900001448530;44600001000967;G00064;2015;0
01000968;4570000466;99900001448560;44600001000968;G00064;2015;0
01000969;4570000466;99900001448559;44600001000969;G00064;2015;0
01000990;4570000466;99900001448543;44600001000990;G00064;2015;0
01000994;4570000466;99900001448613;44600001000994;G00064;2015;0
01000995;4570000466;99900001448547;44600001000995;G00064;2015;0
01000988;4570000466;99900001448548;44600001000988;G00064;2015;0
01000985;4570000466;99900001448541;44600001000985;G00064;2015;0
01000986;4570000466;99900001448545;44600001000986;G00064;2015;0
01000987;4570000466;99900001448532;44600001000987;G00064;2015;0
01000938;4570000466;99900001448552;44600001000938;G00064;2015;0
01000930;4570000466;99900001448557;44600001000930;G00064;2015;0
01000956;4570000466;99900001448533;44600001000956;G00064;2015;0
01002162;4570000466;99900001423911;44600001002162;G00064;2015;0
01002160;4570000466;99900001423923;44600001002160;G00064;2015;0
01016839;4570000466;99900001441150;44600001016839;G00064;2015;0
32594245;4570000466;99900001584424;51500032594245;G00085;2015;0
32594253;4570000466;99900001287817;51500032594253;G00085;2015;0
32594227;4570000466;99900001423913;51500032594227;G00085;2015;0
32594238;4570000466;99900001584425;51500032594238;G00085;2015;0
32594262;4570000466;99900001423907;51500032594262;G00085;2015;0
32594258;4570000466;99900001423909;51500032594258;G00085;2015;0
32592390;4570000466;99900001854906;51500032592390;G00085;2015;0
32592441;4570000466;99900001866345;51500032592441;G00085;2015;0
32592420;4570000466;99900001866342;51500032592420;G00085;2015;0
32592417;4570000466;99900001423912;51500032592417;G00085;2015;0
32592427;4570000466;99900001866344;51500032592427;G00085;2015;0
32592585;4570000466;99900001600554;51500032592585;G00085;2015;0
32592534;4570000466;99900001600542;51500032592534;G00085;2015;0
32592567;4570000466;99900001423908;51500032592567;G00085;2015;0
27064274;4570000466;99900001448508;51600027064274;G00086;2015;0
27065074;4570000466;99900001854909;51600027065074;G00086;2015;0
27065075;4570000466;99900001866301;51600027065075;G00086;2015;0
27065076;4570000466;99900001854908;51600027065076;G00086;2015;0
27069874;4570000466;99900001540694;51600027069874;G00086;2015;0
27070055;4570000466;99900001537850;51600027070055;G00086;2015;0
01026082;4570000466;99900001439762;44600001026082;G00064;2015;0
01026086;4570000466;99900001439777;44600001026086;G00064;2015;0
01026080;4570000466;99900001439746;44600001026080;G00064;2015;0
01026100;4570000466;99900001439757;44600001026100;G00064;2015;0
01026101;4570000466;99900001439764;44600001026101;G00064;2015;0
01026102;4570000466;99900001439767;44600001026102;G00064;2015;0
01026105;4570000466;99900001439756;44600001026105;G00064;2015;0
01026098;4570000466;99900001439768;44600001026098;G00064;2015;0
01026093;4570000466;99900001439776;44600001026093;G00064;2015;0
01026052;4570000466;99900001439753;44600001026052;G00064;2015;0
01026042;4570000466;99900001439754;44600001026042;G00064;2015;0
01026044;4570000466;99900001439770;44600001026044;G00064;2015;0
01026064;4570000466;99900001439751;44600001026064;G00064;2015;0
01026055;4570000466;99900001439769;44600001026055;G00064;2015;0
01026060;4570000466;99900001439748;44600001026060;G00064;2015;0
01026223;4570000466;99900001439755;44600001026223;G00064;2015;0
01026234;4570000466;99900001439761;44600001026234;G00064;2015;0
01026310;4570000466;99900001439752;44600001026310;G00064;2015;0
01026312;4570000466;99900001439744;44600001026312;G00064;2015;0
01026314;4570000466;99900001439766;44600001026314;G00064;2015;0
01026302;4570000466;99900001439773;44600001026302;G00064;2015;0
01026251;4570000466;99900001439749;44600001026251;G00064;2015;0
01026281;4570000466;99900001439765;44600001026281;G00064;2015;0
01026269;4570000466;99900001439775;44600001026269;G00064;2015;0
27068363;4570000466;99900001600545;51600027068363;G00086;2015;0
27068349;4570000466;99900001583731;51600027068349;G00086;2015;0
27068538;4570000466;99900001563557;51600027068538;G00086;2015;0
27068539;4570000466;99900001563518;51600027068539;G00086;2015;0
27066173;4570000466;99900001423906;51600027066173;G00086;2015;0
27066957;4570000466;99900001563556;51600027066957;G00086;2015;0
27067312;4570000466;99900001565897;51600027067312;G00086;2015;0
01033289;4570000466;99900001543499;44600001033289;G00064;2015;0
01033266;4570000466;99900001420964;44600001033266;G00064;2015;0
01033267;4570000466;99900001543493;44600001033267;G00064;2015;0
01033320;4570000466;99900001565904;44600001033320;G00064;2015;0
01033331;4570000466;99900001565901;44600001033331;G00064;2015;0
01033496;4570000466;99900001576849;44600001033496;G00064;2015;0
01040165;4570000466;99900001565887;44600001040165;G00064;2015;0
01040269;4570000466;99900001448499;44600001040269;G00064;2015;0
01040271;4570000466;99900001448503;44600001040271;G00064;2015;0
01040274;4570000466;99900001448496;44600001040274;G00064;2015;0
01040267;4570000466;99900001448506;44600001040267;G00064;2015;0
01040288;4570000466;99900001448550;44600001040288;G00064;2015;0
01040289;4570000466;99900001448535;44600001040289;G00064;2015;0
01040290;4570000466;99900001448537;44600001040290;G00064;2015;0
01040294;4570000466;99900001448531;44600001040294;G00064;2015;0
01040286;4570000466;99900001448551;44600001040286;G00064;2015;0
01040284;4570000466;99900001448536;44600001040284;G00064;2015;0
01040237;4570000466;99900001448528;44600001040237;G00064;2015;0
01040240;4570000466;99900001448507;44600001040240;G00064;2015;0
01040242;4570000466;99900001448512;44600001040242;G00064;2015;0
01040254;4570000466;99900001448511;44600001040254;G00064;2015;0
01040258;4570000466;99900001448504;44600001040258;G00064;2015;0
01040259;4570000466;99900001448510;44600001040259;G00064;2015;0
01040245;4570000466;99900001448513;44600001040245;G00064;2015;0
01040247;4570000466;99900001448474;44600001040247;G00064;2015;0
01040249;4570000466;99900001448520;44600001040249;G00064;2015;0
01040378;4570000466;99900001448602;44600001040378;G00064;2015;0
01041548;4570000466;99900001448586;44600001041548;G00064;2015;0
01041539;4570000466;99900001448585;44600001041539;G00064;2015;0
01041493;4570000466;99900001565888;44600001041493;G00064;2015;0
01041488;4570000466;99900001420961;44600001041488;G00064;2015;0
01041514;4570000466;99900001420972;44600001041514;G00064;2015;0
01041518;4570000466;99900001448476;44600001041518;G00064;2015;0
01041607;4570000466;99900001420948;44600001041607;G00064;2015;0
01041618;4570000466;99900001420949;44600001041618;G00064;2015;0
01041587;4570000466;99900001420951;44600001041587;G00064;2015;0
01041588;4570000466;99900001420956;44600001041588;G00064;2015;0
01041741;4570000466;99900001448562;44600001041741;G00064;2015;0
01041742;4570000466;99900001448517;44600001041742;G00064;2015;0
01041744;4570000466;99900001448488;44600001041744;G00064;2015;0
01041732;4570000466;99900001448518;44600001041732;G00064;2015;0
01041760;4570000466;99900001448519;44600001041760;G00064;2015;0
01041761;4570000466;99900001448516;44600001041761;G00064;2015;0
01041748;4570000466;99900001448527;44600001041748;G00064;2015;0
01041751;4570000466;99900001448566;44600001041751;G00064;2015;0
01041755;4570000466;99900001448497;44600001041755;G00064;2015;0
01041704;4570000466;99900001448486;44600001041704;G00064;2015;0
01041707;4570000466;99900001448492;44600001041707;G00064;2015;0
01041709;4570000466;99900001448607;44600001041709;G00064;2015;0
01041710;4570000466;99900001448567;44600001041710;G00064;2015;0
01041699;4570000466;99900001448491;44600001041699;G00064;2015;0
01041722;4570000466;99900001448487;44600001041722;G00064;2015;0
01041723;4570000466;99900001448509;44600001041723;G00064;2015;0
01041726;4570000466;99900001448526;44600001041726;G00064;2015;0
01041717;4570000466;99900001448515;44600001041717;G00064;2015;0
01041718;4570000466;99900001448525;44600001041718;G00064;2015;0
27111016;4570000466;99900001532917;51600027111016;G00086;2015;0
27111068;4570000466;99900001439780;51600027111068;G00086;2015;0
27111415;4570000466;99900001854905;51600027111415;G00086;2015;0
27111396;4570000466;99900001854904;51600027111396;G00086;2015;0
27111402;4570000466;99900001854903;51600027111402;G00086;2015;0
27111388;4570000466;99900001423925;51600027111388;G00086;2015;0
27111771;4570000466;99900001439779;51600027111771;G00086;2015;0
27111772;4570000466;99900001439763;51600027111772;G00086;2015;0
27111764;4570000466;99900001439772;51600027111764;G00086;2015;0
27111765;4570000466;99900001439771;51600027111765;G00086;2015;0
27112326;4570000466;99900001439747;51600027112326;G00086;2015;0
27112345;4570000466;99900001439750;51600027112345;G00086;2015;0
27112338;4570000466;99900001534182;51600027112338;G00086;2015;0
01082352;4570000466;99900001535464;44600001082352;G00064;2016;0
01085129;4570000466;99900001441121;44600001085129;G00064;2016;0
01089205;4570000466;99900001556593;44600001089205;G00064;2016;0
00544585;4570000466;99900001538526;27200000544585;G00011;2007;0
00560450;4570000466;99900001528922;27200000560450;G00011;2007;0
00549327;4570000466;99900001529798;27200000549327;G00011;2007;0
00556165;4570000466;99900001556585;27200000556165;G00011;2007;0
00548461;4570000466;99900001580802;27200000548461;G00011;2007;0
00560433;4570000466;99900001529919;27200000560433;G00011;2007;0
00574187;4570000466;99900001539291;27200000574187;G00011;2007;0
00567437;4570000466;99900001569723;27200000567437;G00011;2007;0
00567976;4570000466;99900001539210;27200000567976;G00011;2007;0
00561169;4570000466;99900001534183;27200000561169;G00011;2007;0
00566668;4570000466;99900001584613;27200000566668;G00011;2007;0
23740111;4570000466;99900001584606;27200023740111;G00011;2009;0
41885171;4570000466;99900001573224;1800041885171;G00009;2022;0
00828556;4570000466;99900001556587;27200000828556;G00011;2012;0
00827192;4570000466;99900001550095;27200000827192;G00011;2012;0
